DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,PK-12,FREE,REDUCED,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
0480,BOULDER VALLEY RE 2,1842,COLUMBINE ELEMENTARY SCHOOL,404,262,21,114,283,64.85%,5.20%,70.05%
0480,BOULDER VALLEY RE 2,1883,COMMUNITY MONTESSORI SCHOOL,306,37,14,188,51,12.09%,4.58%,16.67%
0480,BOULDER VALLEY RE 2,1996,CREST VIEW ELEMENTARY SCHOOL,593,84,25,484,109,14.17%,4.22%,18.38%
0480,BOULDER VALLEY RE 2,2240,DOUGLASS ELEMENTARY SCHOOL,423,10,4,409,14,2.36%,0.95%,3.31%
0480,BOULDER VALLEY RE 2,2552,EISENHOWER ELEMENTARY SCHOOL,445,63,17,365,80,14.16%,3.82%,17.98%
0480,BOULDER VALLEY RE 2,2589,ELDORADO K-8 SCHOOL,983,36,10,937,46,3.66%,1.02%,4.68%
0480,BOULDER VALLEY RE 2,2702,EMERALD ELEMENTARY SCHOOL,381,165,35,172,200,43.31%,9.19%,52.49%
0480,BOULDER VALLEY RE 2,2892,FAIRVIEW HIGH SCHOOL,1911,69,18,1815,87,3.61%,0.94%,4.55%
0480,BOULDER VALLEY RE 2,2940,FIRESIDE ELEMENTARY SCHOOL,447,75,13,351,88,16.78%,2.91%,19.69%
0480,BOULDER VALLEY RE 2,2970,FLATIRONS ELEMENTARY SCHOOL,272,2,1,269,3,0.74%,0.37%,1.10%
0480,BOULDER VALLEY RE 2,3022,FOOTHILL ELEMENTARY SCHOOL,572,45,8,517,53,7.87%,1.40%,9.27%
0480,BOULDER VALLEY RE 2,3488,GOLD HILL ELEMENTARY SCHOOL,21,1,2,18,3,4.76%,9.52%,14.29%
0480,BOULDER VALLEY RE 2,3499,HALCYON SCHOOL (SPECIAL EDUCATION),28,15,2,10,17,53.57%,7.14%,60.71%
0480,BOULDER VALLEY RE 2,3882,HEATHERWOOD ELEMENTARY SCHOOL,365,31,5,327,36,8.49%,1.37%,9.86%
0480,BOULDER VALLEY RE 2,3940,HIGH PEAKS ELEMENTARY SCHOOL,320,17,5,292,22,5.31%,1.56%,6.88%
0480,BOULDER VALLEY RE 2,4386,JAMESTOWN ELEMENTARY SCHOOL,27,0,0,27,0,0%,0%,0%
0480,BOULDER VALLEY RE 2,4496,JUSTICE HIGH CHARTER SCHOOL,124,70,11,34,81,56.45%,8.87%,65.32%
0480,BOULDER VALLEY RE 2,4792,KOHL ELEMENTARY SCHOOL,486,70,32,376,102,14.40%,6.58%,20.99%
0480,BOULDER VALLEY RE 2,4874,LAFAYETTE ELEMENTARY SCHOOL,609,117,24,464,141,19.21%,3.94%,23.15%
0480,BOULDER VALLEY RE 2,4878,ANGEVINE MIDDLE SCHOOL,581,190,41,346,231,32.70%,7.06%,39.76%
0480,BOULDER VALLEY RE 2,5302,LOUISVILLE ELEMENTARY SCHOOL,457,48,18,390,66,10.50%,3.94%,14.44%
0480,BOULDER VALLEY RE 2,5306,LOUISVILLE MIDDLE SCHOOL,569,37,14,518,51,6.50%,2.46%,8.96%
0480,BOULDER VALLEY RE 2,5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,351,117,11,217,128,33.33%,3.13%,36.47%
0480,BOULDER VALLEY RE 2,5838,MESA ELEMENTARY SCHOOL,365,13,5,347,18,3.56%,1.37%,4.93%
0480,BOULDER VALLEY RE 2,5999,MONARCH HIGH SCHOOL,1509,46,17,1443,63,3.05%,1.13%,4.17%
0480,BOULDER VALLEY RE 2,6000,MONARCH K-8 SCHOOL,748,44,12,692,56,5.88%,1.60%,7.49%
0480,BOULDER VALLEY RE 2,6195,NEW VISTA HIGH SCHOOL,317,35,8,268,43,11.04%,2.52%,13.56%
0480,BOULDER VALLEY RE 2,6208,NEDERLAND ELEMENTARY SCHOOL,282,51,7,220,58,18.09%,2.48%,20.57%
0480,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,360,48,15,295,63,13.33%,4.17%,17.50%
0480,BOULDER VALLEY RE 2,6224,NEVIN PLATT MIDDLE SCHOOL,546,24,5,517,29,4.40%,0.92%,5.31%
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,325,6,0,319,6,1.85%,0%,1.85%
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,1425,51,51,1321,102,3.58%,3.58%,7.16%
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,453,150,31,255,181,33.11%,6.84%,39.96%
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,424,67,22,332,89,15.80%,5.19%,20.99%
0480,BOULDER VALLEY RE 2,7592,SANCHEZ ELEMENTARY SCHOOL,294,188,23,79,211,63.95%,7.82%,71.77%
0480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,538,21,4,512,25,3.90%,0.74%,4.65%
0480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,324,3,0,321,3,0.93%,0%,0.93%
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,636,12,4,620,16,1.89%,0.63%,2.52%
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,353,145,28,162,173,41.08%,7.93%,49.01%
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,333,102,23,208,125,30.63%,6.91%,37.54%
0480,BOULDER VALLEY RE 2,,DISTRICT TOTAL,29011,4008,914,23765,4922,13.82%,3.15%,16.97%
0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,296,41,28,227,69,13.85%,9.46%,23.31%
0490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,194,53,25,115,78,27.32%,12.89%,40.21%
0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,60,24,3,33,27,40%,5%,45%
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,419,120,64,198,184,28.64%,15.27%,43.91%
0490,BUENA VISTA R-31,,DISTRICT TOTAL,969,238,120,573,358,24.56%,12.38%,36.95%
0500,SALIDA R-32,0000,NOT IN A SCHOOL,2,0,0,2,0,0%,0%,0%
0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,20,4,1,15,5,20%,5%,25%
0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,335,84,46,205,130,25.07%,13.73%,38.81%
0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,412,102,46,264,148,24.76%,11.17%,35.92%
0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,316,56,29,231,85,17.72%,9.18%,26.90%
0500,SALIDA R-32,,DISTRICT TOTAL,1085,246,122,717,368,22.67%,11.24%,33.92%
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,45,17,6,22,23,37.78%,13.33%,51.11%
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,51,14,10,27,24,27.45%,19.61%,47.06%
0510,KIT CARSON R-1,,DISTRICT TOTAL,96,31,16,49,47,32.29%,16.67%,48.96%
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,98,19,3,56,22,19.39%,3.06%,22.45%
0520,CHEYENNE COUNTY RE-5,1610,CHEYENNE WELLS MIDDLE SCHOOL,33,10,4,19,14,30.30%,12.12%,42.42%
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS HIGH SCHOOL,58,11,3,44,14,18.97%,5.17%,24.14%
0520,CHEYENNE COUNTY RE-5,,DISTRICT TOTAL,189,40,10,119,50,21.16%,5.29%,26.46%
0540,CLEAR CREEK RE-1,1660,CLEAR CREEK MIDDLE SCHOOL,126,19,11,96,30,15.08%,8.73%,23.81%
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,118,7,0,101,7,5.93%,0%,5.93%
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,253,96,21,123,117,37.94%,8.30%,46.25%
0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,258,32,24,202,56,12.40%,9.30%,21.71%
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,219,14,5,177,19,6.39%,2.28%,8.68%
0540,CLEAR CREEK RE-1,,DISTRICT TOTAL,974,168,61,699,229,17.25%,6.26%,23.51%
0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,233,151,33,49,184,64.81%,14.16%,78.97%
0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,292,159,42,91,201,54.45%,14.38%,68.84%
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,217,123,29,65,152,56.68%,13.36%,70.05%
0550,NORTH CONEJOS RE-1J,4837,LA JARA SECOND CHANCE SCHOOL,67,19,3,45,22,28.36%,4.48%,32.84%
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,242,150,27,65,177,61.98%,11.16%,73.14%
0550,NORTH CONEJOS RE-1J,,DISTRICT TOTAL,1051,602,134,315,736,57.28%,12.75%,70.03%
0560,SANFORD 6J,7612,SANFORD ELEMENTARY SCHOOL,214,92,55,64,147,42.99%,25.70%,68.69%
0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,126,55,17,54,72,43.65%,13.49%,57.14%
0560,SANFORD 6J,,DISTRICT TOTAL,340,147,72,118,219,43.24%,21.18%,64.41%
0580,SOUTH CONEJOS RE-10,0248,GUADALUPE ELEMENTARY SCHOOL,129,84,20,25,104,65.12%,15.50%,80.62%
0580,SOUTH CONEJOS RE-10,0250,ANTONITO JUNIOR HIGH SCHOOL,45,28,3,14,31,62.22%,6.67%,68.89%
0580,SOUTH CONEJOS RE-10,0252,ANTONITO HIGH SCHOOL,106,56,12,38,68,52.83%,11.32%,64.15%
0580,SOUTH CONEJOS RE-10,,DISTRICT TOTAL,280,168,35,77,203,60%,12.50%,72.50%
0640,CENTENNIAL R-1,1396,CENTENNIAL JUNIOR HIGH SCHOOL,27,19,3,5,22,70.37%,11.11%,81.48%
0640,CENTENNIAL R-1,1398,CENTENNIAL HIGH SCHOOL,82,54,14,14,68,65.85%,17.07%,82.93%
0640,CENTENNIAL R-1,7588,CENTENNIAL ELEMENTARY SCHOOL,111,81,7,22,88,72.97%,6.31%,79.28%
0640,CENTENNIAL R-1,,DISTRICT TOTAL,220,154,24,41,178,70%,10.91%,80.91%
0740,SIERRA GRANDE R-30,7876,SIERRA GRANDE ELEMENTARY SCHOOL,116,81,15,20,96,69.83%,12.93%,82.76%
0740,SIERRA GRANDE R-30,7878,SIERRA GRANDE MIDDLE SCHOOL,58,38,8,12,46,65.52%,13.79%,79.31%
0740,SIERRA GRANDE R-30,7880,SIERRA GRANDE SENIOR HIGH SCHOOL,78,40,13,25,53,51.28%,16.67%,67.95%
0740,SIERRA GRANDE R-30,,DISTRICT TOTAL,252,159,36,57,195,63.10%,14.29%,77.38%
0770,CROWLEY COUNTY RE-1-J,1967,CROWLEY COUNTY ONLINE ACADEMY,20,9,0,11,9,45%,0%,45%
0770,CROWLEY COUNTY RE-1-J,2050,CROWLEY COUNTY ELEMENTARY SCHOOL,209,126,23,60,149,60.29%,11%,71.29%
0770,CROWLEY COUNTY RE-1-J,2054,CROWLEY COUNTY WARD MIDDLE SCHOOL,107,55,10,42,65,51.40%,9.35%,60.75%
0770,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY HIGH SCHOOL,159,88,20,51,108,55.35%,12.58%,67.92%
0770,CROWLEY COUNTY RE-1-J,,DISTRICT TOTAL,495,278,53,164,331,56.16%,10.71%,66.87%
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2088,CUSTER COUNTY ELEMENTARY SCHOOL,198,62,18,109,80,31.31%,9.09%,40.40%
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2091,CUSTER MIDDLE SCHOOL,113,40,6,67,46,35.40%,5.31%,40.71%
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2092,CUSTER COUNTY HIGH SCHOOL,178,46,8,118,54,25.84%,4.49%,30.34%
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,,DISTRICT TOTAL,489,148,32,294,180,30.27%,6.54%,36.81%
0870,DELTA COUNTY 50(J),0489,BACKPACK EARLY LEARNING ACADEMY,166,67,20,55,87,40.36%,12.05%,52.41%
0870,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,281,71,36,174,107,25.27%,12.81%,38.08%
0870,DELTA COUNTY 50(J),1375,CEDAREDGE MIDDLE SCHOOL,214,70,29,115,99,32.71%,13.55%,46.26%
0870,DELTA COUNTY 50(J),1952,CRAWFORD ELEMENTARY SCHOOL,143,54,17,68,71,37.76%,11.89%,49.65%
0870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,26,9,1,16,10,34.62%,3.85%,38.46%
0870,DELTA COUNTY 50(J),2155,DELTA COUNTY OPPORTUNITY SCHOOL,96,36,13,42,49,37.50%,13.54%,51.04%
0870,DELTA COUNTY 50(J),2160,DELTA MIDDLE SCHOOL,482,241,55,184,296,50%,11.41%,61.41%
0870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,685,264,68,352,332,38.54%,9.93%,48.47%
0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,260,23,10,227,33,8.85%,3.85%,12.69%
0870,DELTA COUNTY 50(J),3330,GARNET MESA ELEMENTARY SCHOOL,530,239,87,204,326,45.09%,16.42%,61.51%
0870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,404,144,33,225,177,35.64%,8.17%,43.81%
0870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,270,81,32,157,113,30%,11.85%,41.85%
0870,DELTA COUNTY 50(J),4182,CEDAREDGE ELEMENTARY SCHOOL,422,161,68,193,229,38.15%,16.11%,54.27%
0870,DELTA COUNTY 50(J),4965,LAMBORN VISION SCHOOL,36,3,0,33,3,8.33%,0%,8.33%
0870,DELTA COUNTY 50(J),5154,LINCOLN ELEMENTARY SCHOOL,525,262,67,196,329,49.90%,12.76%,62.67%
0870,DELTA COUNTY 50(J),6298,NORTH FORK MONTESSORI SCHOOL,77,12,9,43,21,15.58%,11.69%,27.27%
0870,DELTA COUNTY 50(J),6700,PAONIA ELEMENTARY SCHOOL,230,73,11,146,84,31.74%,4.78%,36.52%
0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,240,51,17,172,68,21.25%,7.08%,28.33%
0870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,191,20,7,164,27,10.47%,3.66%,14.14%
0870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,59,8,0,51,8,13.56%,0%,13.56%
0870,DELTA COUNTY 50(J),,DISTRICT TOTAL,5337,1889,580,2817,2469,35.39%,10.87%,46.26%
0880,DENVER COUNTY 1,0010,ABRAHAM LINCOLN HIGH SCHOOL,1899,1536,200,163,1736,80.88%,10.53%,91.42%
0880,DENVER COUNTY 1,0040,RIDGE VIEW ACADEMY CHARTER SCHOOL,381,381,0,0,381,100%,0%,100%
0880,DENVER COUNTY 1,0067,ACADEMY OF URBAN LEARNING,100,69,4,27,73,69%,4%,73%
0880,DENVER COUNTY 1,0133,EMERSON STREET SCHOOL,47,36,6,5,42,76.60%,12.77%,89.36%
0880,DENVER COUNTY 1,0220,AMESSE ELEMENTARY SCHOOL,625,515,72,30,587,82.40%,11.52%,93.92%
0880,DENVER COUNTY 1,0388,ASBURY ELEMENTARY SCHOOL,355,135,34,159,169,38.03%,9.58%,47.61%
0880,DENVER COUNTY 1,0408,VALDEZ ELEMENTARY SCHOOL,389,275,29,47,304,70.69%,7.46%,78.15%
0880,DENVER COUNTY 1,0418,ASHLEY ELEMENTARY SCHOOL,358,289,27,38,316,80.73%,7.54%,88.27%
0880,DENVER COUNTY 1,0520,BARNUM ELEMENTARY SCHOOL,470,386,38,45,424,82.13%,8.09%,90.21%
0880,DENVER COUNTY 1,0540,BARRETT ELEMENTARY SCHOOL,226,185,19,20,204,81.86%,8.41%,90.27%
0880,DENVER COUNTY 1,0650,BEACH COURT ELEMENTARY SCHOOL,314,259,36,15,295,82.48%,11.46%,93.95%
0880,DENVER COUNTY 1,0964,BRADLEY ELEMENTARY SCHOOL,503,177,39,235,216,35.19%,7.75%,42.94%
0880,DENVER COUNTY 1,1056,BROMWELL ELEMENTARY SCHOOL,317,22,10,283,32,6.94%,3.15%,10.09%
0880,DENVER COUNTY 1,1076,BROWN ELEMENTARY SCHOOL,461,232,39,167,271,50.33%,8.46%,58.79%
0880,DENVER COUNTY 1,1106,BRYANT WEBSTER K-8 SCHOOL,456,337,85,32,422,73.90%,18.64%,92.54%
0880,DENVER COUNTY 1,1319,FRED N THOMAS CAREER EDUCATION CENTER,390,254,62,74,316,65.13%,15.90%,81.03%
0880,DENVER COUNTY 1,1324,CARSON ELEMENTARY SCHOOL,406,72,23,288,95,17.73%,5.67%,23.40%
0880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,333,228,60,45,288,68.47%,18.02%,86.49%
0880,DENVER COUNTY 1,1400,CENTENNIAL K-8 SCHOOL,584,389,71,114,460,66.61%,12.16%,78.77%
0880,DENVER COUNTY 1,1528,CHELTENHAM ELEMENTARY SCHOOL,506,440,27,19,467,86.96%,5.34%,92.29%
0880,DENVER COUNTY 1,1748,COLORADO HIGH SCHOOL,205,143,14,48,157,69.76%,6.83%,76.59%
0880,DENVER COUNTY 1,1774,COLFAX ELEMENTARY SCHOOL,378,332,19,20,351,87.83%,5.03%,92.86%
0880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,624,556,33,31,589,89.10%,5.29%,94.39%
0880,DENVER COUNTY 1,1788,COLLEGE VIEW ELEMENTARY SCHOOL,455,382,45,16,427,83.96%,9.89%,93.85%
0880,DENVER COUNTY 1,1816,COLUMBIAN ELEMENTARY SCHOOL,319,261,26,23,287,81.82%,8.15%,89.97%
0880,DENVER COUNTY 1,1846,COLUMBINE ELEMENTARY SCHOOL,310,274,17,17,291,88.39%,5.48%,93.87%
0880,DENVER COUNTY 1,1866,ACE COMMUNITY CHALLENGE CHARTER SCHOOL,203,186,11,6,197,91.63%,5.42%,97.04%
0880,DENVER COUNTY 1,1887,CONNECTIONS ACADEMY,1060,312,124,624,436,29.43%,11.70%,41.13%
0880,DENVER COUNTY 1,1908,CORY ELEMENTARY SCHOOL,451,27,11,369,38,5.99%,2.44%,8.43%
0880,DENVER COUNTY 1,1928,COWELL ELEMENTARY SCHOOL,533,460,28,39,488,86.30%,5.25%,91.56%
0880,DENVER COUNTY 1,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,335,26,12,295,38,7.76%,3.58%,11.34%
0880,DENVER COUNTY 1,2174,DENISON MONTESSORI SCHOOL,430,160,46,164,206,37.21%,10.70%,47.91%
0880,DENVER COUNTY 1,2183,DENVER CENTER FOR INTERNATIONAL STUDIES,567,189,58,320,247,33.33%,10.23%,43.56%
0880,DENVER COUNTY 1,2184,DENVER SCHOOL OF THE ARTS,949,77,27,845,104,8.11%,2.85%,10.96%
0880,DENVER COUNTY 1,2185,DENVER SCHOOL OF SCIENCE AND TECHNOLOGY,728,242,102,383,344,33.24%,14.01%,47.25%
0880,DENVER COUNTY 1,2187,DENVER VENTURE CHARTER SCHOOL,129,82,11,36,93,63.57%,8.53%,72.09%
0880,DENVER COUNTY 1,2258,DOULL ELEMENTARY SCHOOL,494,396,44,45,440,80.16%,8.91%,89.07%
0880,DENVER COUNTY 1,2364,EAGLETON ELEMENTARY SCHOOL,400,340,40,14,380,85%,10%,95%
0880,DENVER COUNTY 1,2398,EAST HIGH SCHOOL,2159,614,136,1409,750,28.44%,6.30%,34.74%
0880,DENVER COUNTY 1,2506,EDISON ELEMENTARY SCHOOL,566,156,43,328,199,27.56%,7.60%,35.16%
0880,DENVER COUNTY 1,2652,ELLIS ELEMENTARY SCHOOL,566,427,54,75,481,75.44%,9.54%,84.98%
0880,DENVER COUNTY 1,2726,EMILY GRIFFITH OPPORTUNITY SCHOOL,574,179,17,376,196,31.18%,2.96%,34.15%
0880,DENVER COUNTY 1,2755,ENVISION LEADERSHIP PREP,179,142,17,20,159,79.33%,9.50%,88.83%
0880,DENVER COUNTY 1,2789,ESCUELA TLATELOLCO SCHOOL,85,70,7,8,77,82.35%,8.24%,90.59%
0880,DENVER COUNTY 1,2856,FAIRMONT K-8 SCHOOL,414,341,24,27,365,82.37%,5.80%,88.16%
0880,DENVER COUNTY 1,2880,FAIRVIEW ELEMENTARY SCHOOL,253,237,5,11,242,93.68%,1.98%,95.65%
0880,DENVER COUNTY 1,3000,FLORENCE CRITTENTON HIGH SCHOOL,176,141,15,20,156,80.11%,8.52%,88.64%
0880,DENVER COUNTY 1,3032,FORCE ELEMENTARY SCHOOL,504,414,52,34,466,82.14%,10.32%,92.46%
0880,DENVER COUNTY 1,3038,FORD ELEMENTARY SCHOOL,696,576,70,44,646,82.76%,10.06%,92.82%
0880,DENVER COUNTY 1,3296,GARDEN PLACE ELEMENTARY SCHOOL,354,311,25,12,336,87.85%,7.06%,94.92%
0880,DENVER COUNTY 1,3340,ARCHULETA ELEMENTARY SCHOOL,685,475,106,97,581,69.34%,15.47%,84.82%
0880,DENVER COUNTY 1,3378,GEORGE WASHINGTON HIGH SCHOOL,1491,636,124,730,760,42.66%,8.32%,50.97%
0880,DENVER COUNTY 1,3426,GILPIN K-8 SCHOOL,333,258,13,26,271,77.48%,3.90%,81.38%
0880,DENVER COUNTY 1,3478,GODSMAN ELEMENTARY SCHOOL,442,352,49,24,401,79.64%,11.09%,90.72%
0880,DENVER COUNTY 1,3512,GOLDRICK ELEMENTARY SCHOOL,618,514,43,54,557,83.17%,6.96%,90.13%
0880,DENVER COUNTY 1,3600,GRANT MIDDLE SCHOOL,374,271,33,70,304,72.46%,8.82%,81.28%
0880,DENVER COUNTY 1,3605,GRANT RANCH K-8 SCHOOL,720,246,67,361,313,34.17%,9.31%,43.47%
0880,DENVER COUNTY 1,3638,GREENLEE K-8 SCHOOL,593,533,20,37,553,89.88%,3.37%,93.25%
0880,DENVER COUNTY 1,3641,GREEN VALLEY ELEMENTARY SCHOOL,657,368,95,175,463,56.01%,14.46%,70.47%
0880,DENVER COUNTY 1,3647,GREENWOOD ELEMENTARY SCHOOL,782,569,144,63,713,72.76%,18.41%,91.18%
0880,DENVER COUNTY 1,3704,GUST ELEMENTARY SCHOOL,561,386,57,49,443,68.81%,10.16%,78.97%
0880,DENVER COUNTY 1,3746,HAMILTON MIDDLE SCHOOL,968,348,82,538,430,35.95%,8.47%,44.42%
0880,DENVER COUNTY 1,3778,HARRINGTON ELEMENTARY SCHOOL,475,402,43,28,445,84.63%,9.05%,93.68%
0880,DENVER COUNTY 1,3987,HIGHLINE ACADEMY CHARTER SCHOOL,464,115,39,310,154,24.78%,8.41%,33.19%
0880,DENVER COUNTY 1,3990,HILL CAMPUS OF ARTS AND SCIENCES,841,417,58,366,475,49.58%,6.90%,56.48%
0880,DENVER COUNTY 1,4074,HOLM ELEMENTARY SCHOOL,530,374,47,100,421,70.57%,8.87%,79.43%
0880,DENVER COUNTY 1,4140,HOWELL K-8 SCHOOL,760,608,87,59,695,80%,11.45%,91.45%
0880,DENVER COUNTY 1,4444,JOHN F KENNEDY HIGH SCHOOL,1121,567,122,431,689,50.58%,10.88%,61.46%
0880,DENVER COUNTY 1,4450,JOHNSON ELEMENTARY SCHOOL,396,319,48,23,367,80.56%,12.12%,92.68%
0880,DENVER COUNTY 1,4494,JUSTICE HIGH SCHOOL DENVER,95,71,5,19,76,74.74%,5.26%,80%
0880,DENVER COUNTY 1,4498,KAISER ELEMENTARY SCHOOL,326,202,31,85,233,61.96%,9.51%,71.47%
0880,DENVER COUNTY 1,4656,KEPNER MIDDLE SCHOOL,1038,935,72,31,1007,90.08%,6.94%,97.01%
0880,DENVER COUNTY 1,4730,KIPP DENVER COLLEGIATE HIGH SCHOOL,129,100,16,13,116,77.52%,12.40%,89.92%
0880,DENVER COUNTY 1,4732,KIPP SUNSHINE PEAK ACADEMY,371,295,44,32,339,79.51%,11.86%,91.37%
0880,DENVER COUNTY 1,4762,KNAPP ELEMENTARY SCHOOL,632,564,50,14,614,89.24%,7.91%,97.15%
0880,DENVER COUNTY 1,4782,KNIGHT FUNDAMENTAL SCHOOL,329,238,47,43,285,72.34%,14.29%,86.63%
0880,DENVER COUNTY 1,4795,KUNSMILLER CREATIVE ARTS ACADEMY,644,420,101,123,521,65.22%,15.68%,80.90%
0880,DENVER COUNTY 1,4910,LAKE MIDDLE SCHOOL,568,499,44,25,543,87.85%,7.75%,95.60%
0880,DENVER COUNTY 1,5129,LIFE SKILLS CENTER OF DENVER,308,212,20,76,232,68.83%,6.49%,75.32%
0880,DENVER COUNTY 1,5158,LINCOLN ELEMENTARY SCHOOL,333,105,21,162,126,31.53%,6.31%,37.84%
0880,DENVER COUNTY 1,5342,LOWRY ELEMENTARY SCHOOL,483,154,35,271,189,31.88%,7.25%,39.13%
0880,DENVER COUNTY 1,5430,MANNY MARTINEZ MIDDLE SCHOOL,209,187,9,13,196,89.47%,4.31%,93.78%
0880,DENVER COUNTY 1,5448,MANUAL HIGH SCHOOL,303,231,13,59,244,76.24%,4.29%,80.53%
0880,DENVER COUNTY 1,5578,MARRAMA ELEMENTARY SCHOOL,528,317,92,113,409,60.04%,17.42%,77.46%
0880,DENVER COUNTY 1,5605,MARTIN LUTHER KING MIDDLE COLLEGE,1142,756,156,230,912,66.20%,13.66%,79.86%
0880,DENVER COUNTY 1,5608,MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,134,112,13,9,125,83.58%,9.70%,93.28%
0880,DENVER COUNTY 1,5644,MAXWELL ELEMENTARY SCHOOL,604,452,85,61,537,74.83%,14.07%,88.91%
0880,DENVER COUNTY 1,5685,MC GLONE ELEMENTARY SCHOOL,527,478,28,20,506,90.70%,5.31%,96.02%
0880,DENVER COUNTY 1,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,243,119,21,95,140,48.97%,8.64%,57.61%
0880,DENVER COUNTY 1,5716,MC MEEN ELEMENTARY SCHOOL,674,485,73,109,558,71.96%,10.83%,82.79%
0880,DENVER COUNTY 1,5826,MERRILL MIDDLE SCHOOL,525,386,29,110,415,73.52%,5.52%,79.05%
0880,DENVER COUNTY 1,5844,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,252,173,27,52,200,68.65%,10.71%,79.37%
0880,DENVER COUNTY 1,5995,MONTBELLO HIGH SCHOOL,1684,1260,161,260,1421,74.82%,9.56%,84.38%
0880,DENVER COUNTY 1,5998,OAKLAND ELEMENTARY SCHOOL,528,424,50,48,474,80.30%,9.47%,89.77%
0880,DENVER COUNTY 1,6002,MONTCLAIR ELEMENTARY SCHOOL,468,263,41,159,304,56.20%,8.76%,64.96%
0880,DENVER COUNTY 1,6088,MOORE K-8 SCHOOL,417,271,46,87,317,64.99%,11.03%,76.02%
0880,DENVER COUNTY 1,6098,MOREY MIDDLE SCHOOL,808,323,82,403,405,39.98%,10.15%,50.12%
0880,DENVER COUNTY 1,6188,MUNROE ELEMENTARY SCHOOL,571,504,50,13,554,88.27%,8.76%,97.02%
