DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,PK-12,FREE,REDUCED,NOT ELIGIBLE,FREE AND REDUCED,% FREE,% REDUCED,% FREE AND REDUCED
1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,603,63,12,486,75,10.45%,1.99%,12.44%
1420,JEFFERSON COUNTY R-1,9506,WHEAT RIDGE MIDDLE SCHOOL,385,303,35,46,338,78.70%,9.09%,87.79%
1420,JEFFERSON COUNTY R-1,9510,WHEAT RIDGE HIGH SCHOOL,1276,351,80,840,431,27.51%,6.27%,33.78%
1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,308,144,32,131,176,46.75%,10.39%,57.14%
1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,441,36,14,335,50,8.16%,3.17%,11.34%
1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,418,102,32,267,134,24.40%,7.66%,32.06%
1420,JEFFERSON COUNTY R-1,9800,ZERGER ELEMENTARY SCHOOL,288,101,27,160,128,35.07%,9.38%,44.44%
1420,JEFFERSON COUNTY R-1,,DISTRICT TOTAL,86250,19761,4804,60053,24565,22.91%,5.57%,28.48%
1430,EADS RE-1,2328,EADS ELEMENTARY SCHOOL,88,21,14,50,35,23.86%,15.91%,39.77%
1430,EADS RE-1,2332,EADS MIDDLE SCHOOL,35,11,6,18,17,31.43%,17.14%,48.57%
1430,EADS RE-1,2336,EADS HIGH SCHOOL,66,11,9,46,20,16.67%,13.64%,30.30%
1430,EADS RE-1,,DISTRICT TOTAL,189,43,29,114,72,22.75%,15.34%,38.10%
1440,PLAINVIEW RE-2,6992,PLAINVIEW ELEMENTARY SCHOOL,49,27,8,14,35,55.10%,16.33%,71.43%
1440,PLAINVIEW RE-2,7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,34,17,2,15,19,50%,5.88%,55.88%
1440,PLAINVIEW RE-2,,DISTRICT TOTAL,83,44,10,29,54,53.01%,12.05%,65.06%
1450,ARRIBA-FLAGLER C-20,2956,FLAGLER ELEMENTARY SCHOOL,104,34,24,33,58,32.69%,23.08%,55.77%
1450,ARRIBA-FLAGLER C-20,2958,FLAGLER MIDDLE SCHOOL,13,5,1,7,6,38.46%,7.69%,46.15%
1450,ARRIBA-FLAGLER C-20,2960,FLAGLER SENIOR HIGH SCHOOL,48,12,5,31,17,25%,10.42%,35.42%
1450,ARRIBA-FLAGLER C-20,,DISTRICT TOTAL,165,51,30,71,81,30.91%,18.18%,49.09%
1460,HI-PLAINS R-23,7746,HI PLAINS UNDIVIDED HIGH SCHOOL,68,20,15,33,35,29.41%,22.06%,51.47%
1460,HI-PLAINS R-23,9164,HI PLAINS ELEMENTARY SCHOOL,54,21,7,23,28,38.89%,12.96%,51.85%
1460,HI-PLAINS R-23,,DISTRICT TOTAL,122,41,22,56,63,33.61%,18.03%,51.64%
1480,STRATTON R-4,8342,STRATTON ELEMENTARY SCHOOL,110,29,23,47,52,26.36%,20.91%,47.27%
1480,STRATTON R-4,8351,STRATTON MIDDLE SCHOOL,38,11,11,16,22,28.95%,28.95%,57.89%
1480,STRATTON R-4,8354,STRATTON SENIOR HIGH SCHOOL,61,18,10,33,28,29.51%,16.39%,45.90%
1480,STRATTON R-4,,DISTRICT TOTAL,209,58,44,96,102,27.75%,21.05%,48.80%
1490,BETHUNE R-5,0832,BETHUNE ELEMENTARY SCHOOL,64,31,16,16,47,48.44%,25%,73.44%
1490,BETHUNE R-5,0842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,62,22,19,21,41,35.48%,30.65%,66.13%
1490,BETHUNE R-5,,DISTRICT TOTAL,126,53,35,37,88,42.06%,27.78%,69.84%
1500,BURLINGTON RE-6J,1144,BURLINGTON ELEMENTARY SCHOOL,367,154,63,100,217,41.96%,17.17%,59.13%
1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,218,81,39,98,120,37.16%,17.89%,55.05%
1500,BURLINGTON RE-6J,1152,BURLINGTON HIGH SCHOOL,234,73,27,134,100,31.20%,11.54%,42.74%
1500,BURLINGTON RE-6J,,DISTRICT TOTAL,819,308,129,332,437,37.61%,15.75%,53.36%
1510,LAKE COUNTY R-1,4901,LAKE COUNTY MIDDLE SCHOOL,336,208,39,87,247,61.90%,11.61%,73.51%
1510,LAKE COUNTY R-1,4904,LAKE COUNTY HIGH SCHOOL,287,134,32,119,166,46.69%,11.15%,57.84%
1510,LAKE COUNTY R-1,8804,PITTS ELEMENTARY SCHOOL,224,59,19,101,78,26.34%,8.48%,34.82%
1510,LAKE COUNTY R-1,9486,WESTPARK ELEMENTARY SCHOOL,361,227,46,88,273,62.88%,12.74%,75.62%
1510,LAKE COUNTY R-1,,DISTRICT TOTAL,1208,628,136,395,764,51.99%,11.26%,63.25%
1520,DURANGO 9-R,0225,ANIMAS VALLEY ELEMENTARY SCHOOL,277,73,27,168,100,26.35%,9.75%,36.10%
1520,DURANGO 9-R,2318,DURANGO HIGH SCHOOL,1393,195,68,1119,263,14%,4.88%,18.88%
1520,DURANGO 9-R,3012,FLORIDA MESA ELEMENTARY SCHOOL,313,97,32,175,129,30.99%,10.22%,41.21%
1520,DURANGO 9-R,3050,FORT LEWIS MESA ELEMENTARY SCHOOL,166,42,17,100,59,25.30%,10.24%,35.54%
1520,DURANGO 9-R,5888,MILLER MIDDLE SCHOOL,497,91,31,375,122,18.31%,6.24%,24.55%
1520,DURANGO 9-R,6222,NEEDHAM ELEMENTARY SCHOOL,447,116,29,293,145,25.95%,6.49%,32.44%
1520,DURANGO 9-R,6738,PARK ELEMENTARY SCHOOL,436,131,39,259,170,30.05%,8.94%,38.99%
1520,DURANGO 9-R,7402,RIVERVIEW ELEMENTARY SCHOOL,486,82,23,372,105,16.87%,4.73%,21.60%
1520,DURANGO 9-R,7994,ESCALANTE MIDDLE SCHOOL,539,114,46,372,160,21.15%,8.53%,29.68%
1520,DURANGO 9-R,8388,SUNNYSIDE ELEMENTARY SCHOOL,143,40,21,79,61,27.97%,14.69%,42.66%
1520,DURANGO 9-R,,DISTRICT TOTAL,4697,981,333,3312,1314,20.89%,7.09%,27.98%
1530,BAYFIELD 10 JT-R,0632,BAYFIELD ELEMENTARY SCHOOL,665,133,77,455,210,20%,11.58%,31.58%
1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL,303,50,28,225,78,16.50%,9.24%,25.74%
1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,438,54,21,363,75,12.33%,4.79%,17.12%
1530,BAYFIELD 10 JT-R,,DISTRICT TOTAL,1406,237,126,1043,363,16.86%,8.96%,25.82%
1540,IGNACIO 11 JT,4179,IGNACIO ACADEMY,14,3,0,11,3,21.43%,0%,21.43%
1540,IGNACIO 11 JT,4250,IGNACIO ELEMENTARY SCHOOL,249,110,46,93,156,44.18%,18.47%,62.65%
1540,IGNACIO 11 JT,4252,IGNACIO INTERMEDIATE SCHOOL,173,87,30,56,117,50.29%,17.34%,67.63%
1540,IGNACIO 11 JT,4254,IGNACIO JUNIOR HIGH SCHOOL,108,49,13,46,62,45.37%,12.04%,57.41%
1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,253,68,35,150,103,26.88%,13.83%,40.71%
1540,IGNACIO 11 JT,,DISTRICT TOTAL,797,317,124,356,441,39.77%,15.56%,55.33%
1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,787,92,31,664,123,11.69%,3.94%,15.63%
1550,POUDRE R-1,0477,ZACH ELEMENTARY SCHOOL,609,24,2,583,26,3.94%,0.33%,4.27%
1550,POUDRE R-1,0490,BACON ELEMENTARY SCHOOL,480,50,13,417,63,10.42%,2.71%,13.13%
1550,POUDRE R-1,0498,BETHKE ELEMENTARY SCHOOL,323,4,3,316,7,1.24%,0.93%,2.17%
1550,POUDRE R-1,0550,BARTON PREKINDERGARTEN,285,64,3,83,67,22.46%,1.05%,23.51%
1550,POUDRE R-1,0612,BAUDER ELEMENTARY SCHOOL,369,132,26,194,158,35.77%,7.05%,42.82%
1550,POUDRE R-1,0678,BEATTIE ELEMENTARY SCHOOL,311,106,31,171,137,34.08%,9.97%,44.05%
1550,POUDRE R-1,0766,BENNETT ELEMENTARY SCHOOL,454,84,34,336,118,18.50%,7.49%,25.99%
1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL,551,158,51,341,209,28.68%,9.26%,37.93%
1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL,641,130,42,469,172,20.28%,6.55%,26.83%
1550,POUDRE R-1,1186,CACHE LA POUDRE ELEMENTARY SCHOOL,321,101,29,176,130,31.46%,9.03%,40.50%
1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL,365,76,32,256,108,20.82%,8.77%,29.59%
1550,POUDRE R-1,2298,DUNN ELEMENTARY SCHOOL,411,120,21,269,141,29.20%,5.11%,34.31%
1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,1727,334,87,1293,421,19.34%,5.04%,24.38%
1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,1747,110,41,1593,151,6.30%,2.35%,8.64%
1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,147,49,7,80,56,33.33%,4.76%,38.10%
1550,POUDRE R-1,3787,HARRIS BILINGUAL ELEMENTARY SCHOOL,326,152,18,141,170,46.63%,5.52%,52.15%
1550,POUDRE R-1,3791,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,113,32,4,77,36,28.32%,3.54%,31.86%
1550,POUDRE R-1,4282,IRISH ELEMENTARY SCHOOL,415,294,17,44,311,70.84%,4.10%,74.94%
1550,POUDRE R-1,4456,JOHNSON ELEMENTARY SCHOOL,480,107,30,343,137,22.29%,6.25%,28.54%
1550,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,800,33,20,747,53,4.13%,2.50%,6.63%
1550,POUDRE R-1,4793,KRUSE ELEMENTARY SCHOOL,468,59,30,379,89,12.61%,6.41%,19.02%
1550,POUDRE R-1,5014,LAUREL ELEMENTARY SCHOOL,355,211,19,125,230,59.44%,5.35%,64.79%
1550,POUDRE R-1,5068,LESHER MIDDLE SCHOOL,667,200,50,415,250,29.99%,7.50%,37.48%
1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,584,11,9,564,20,1.88%,1.54%,3.42%
1550,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL,438,275,41,120,316,62.79%,9.36%,72.15%
1550,POUDRE R-1,5196,LINTON ELEMENTARY SCHOOL,447,147,21,265,168,32.89%,4.70%,37.58%
1550,POUDRE R-1,5234,LIVERMORE ELEMENTARY SCHOOL,44,3,0,41,3,6.82%,0%,6.82%
1550,POUDRE R-1,5292,LOPEZ ELEMENTARY SCHOOL,371,76,33,262,109,20.49%,8.89%,29.38%
1550,POUDRE R-1,5688,MCGRAW ELEMENTARY SCHOOL,484,57,15,410,72,11.78%,3.10%,14.88%
1550,POUDRE R-1,6078,MOORE ELEMENTARY SCHOOL,277,153,16,72,169,55.23%,5.78%,61.01%
1550,POUDRE R-1,6476,O'DEA ELEMENTARY SCHOOL,348,118,31,194,149,33.91%,8.91%,42.82%
1550,POUDRE R-1,6482,OLANDER ELEMENTARY SCHOOL,378,88,16,259,104,23.28%,4.23%,27.51%
1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,208,44,17,147,61,21.15%,8.17%,29.33%
1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,1908,410,100,1387,510,21.49%,5.24%,26.73%
1550,POUDRE R-1,7127,POUDRE TRANSITION CENTER,43,25,3,15,28,58.14%,6.98%,65.12%
1550,POUDRE R-1,7161,PRESTON MIDDLE SCHOOL,746,80,25,641,105,10.72%,3.35%,14.08%
1550,POUDRE R-1,7198,PSD ONLINE ACADEMY,42,17,7,17,24,40.48%,16.67%,57.14%
1550,POUDRE R-1,7218,PUTNAM ELEMENTARY SCHOOL,349,233,35,67,268,66.76%,10.03%,76.79%
1550,POUDRE R-1,7290,RED FEATHER LAKES ELEMENTARY SCHOOL,35,2,0,33,2,5.71%,0%,5.71%
1550,POUDRE R-1,7325,RICE ELEMENTARY SCHOOL,373,94,40,227,134,25.20%,10.72%,35.92%
1550,POUDRE R-1,7350,RIFFENBURGH ELEMENTARY SCHOOL,290,69,12,209,81,23.79%,4.14%,27.93%
1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,2122,359,86,1668,445,16.92%,4.05%,20.97%
1550,POUDRE R-1,7834,SHEPARDSON ELEMENTARY SCHOOL,361,64,19,261,83,17.73%,5.26%,22.99%
1550,POUDRE R-1,8318,STOVE PRAIRIE ELEMENTARY SCHOOL,40,7,2,31,9,17.50%,5%,22.50%
1550,POUDRE R-1,8460,TAVELLI ELEMENTARY SCHOOL,537,194,25,317,219,36.13%,4.66%,40.78%
1550,POUDRE R-1,8852,TIMNATH ELEMENTARY SCHOOL,320,87,13,220,100,27.19%,4.06%,31.25%
1550,POUDRE R-1,9251,TRAUT CORE ELEMENTARY SCHOOL,486,28,2,455,30,5.76%,0.41%,6.17%
1550,POUDRE R-1,9330,WEBBER MIDDLE SCHOOL,795,113,42,638,155,14.21%,5.28%,19.50%
1550,POUDRE R-1,9370,EYESTONE ELEMENTARY SCHOOL,534,128,64,324,192,23.97%,11.99%,35.96%
1550,POUDRE R-1,9374,WELLINGTON MIDDLE SCHOOL,346,88,33,225,121,25.43%,9.54%,34.97%
1550,POUDRE R-1,9380,WERNER ELEMENTARY SCHOOL,462,33,8,421,41,7.14%,1.73%,8.87%
1550,POUDRE R-1,,DISTRICT TOTAL,26520,5725,1356,19002,7081,21.59%,5.11%,26.70%
1560,THOMPSON R-2J,0510,CONRAD BALL MIDDLE SCHOOL,629,195,55,379,250,31%,8.74%,39.75%
1560,THOMPSON R-2J,0808,BERTHOUD ELEMENTARY SCHOOL,424,44,14,366,58,10.38%,3.30%,13.68%
1560,THOMPSON R-2J,0812,BERTHOUD HIGH SCHOOL,624,48,33,541,81,7.69%,5.29%,12.98%
1560,THOMPSON R-2J,0865,B F KITCHEN ELEMENTARY SCHOOL,215,78,30,107,108,36.28%,13.95%,50.23%
1560,THOMPSON R-2J,0870,BIG THOMPSON ELEMENTARY SCHOOL,183,27,1,155,28,14.75%,0.55%,15.30%
1560,THOMPSON R-2J,0890,MARY BLAIR ELEMENTARY SCHOOL,481,114,17,350,131,23.70%,3.53%,27.23%
1560,THOMPSON R-2J,1323,CARRIE MARTIN ELEMENTARY SCHOOL,313,49,11,252,60,15.65%,3.51%,19.17%
1560,THOMPSON R-2J,1385,CENTENNIAL ELEMENTARY SCHOOL,429,67,37,325,104,15.62%,8.62%,24.24%
1560,THOMPSON R-2J,1920,COTTONWOOD PLAINS ELEMENTARY SCHOOL,438,102,29,305,131,23.29%,6.62%,29.91%
1560,THOMPSON R-2J,2089,COYOTE RIDGE ELEMENTARY SCHOOL,293,20,9,264,29,6.83%,3.07%,9.90%
1560,THOMPSON R-2J,3320,GARFIELD ELEMENTARY SCHOOL,290,102,12,176,114,35.17%,4.14%,39.31%
1560,THOMPSON R-2J,4332,IVY STOCKWELL ELEMENTARY SCHOOL,330,41,21,268,62,12.42%,6.36%,18.79%
1560,THOMPSON R-2J,5018,LAURENE EDMONDSON ELEMENTARY SCHOOL,247,84,12,150,96,34.01%,4.86%,38.87%
1560,THOMPSON R-2J,5170,LINCOLN ELEMENTARY SCHOOL,359,103,18,238,121,28.69%,5.01%,33.70%
1560,THOMPSON R-2J,5312,BILL REED MIDDLE SCHOOL,618,179,54,385,233,28.96%,8.74%,37.70%
1560,THOMPSON R-2J,5316,LOVELAND HIGH SCHOOL,1628,250,87,1286,337,15.36%,5.34%,20.70%
1560,THOMPSON R-2J,5335,LUCILE ERWIN MIDDLE SCHOOL,855,159,41,653,200,18.60%,4.80%,23.39%
1560,THOMPSON R-2J,5393,THOMPSON INTEGRATED EARLY CHILDHOOD,446,62,14,239,76,13.90%,3.14%,17.04%
1560,THOMPSON R-2J,5992,MONROE ELEMENTARY SCHOOL,359,132,27,198,159,36.77%,7.52%,44.29%
1560,THOMPSON R-2J,6163,MOUNTAIN VIEW HIGH SCHOOL,1091,200,88,793,288,18.33%,8.07%,26.40%
1560,THOMPSON R-2J,6194,NAMAQUA ELEMENTARY SCHOOL,473,47,18,406,65,9.94%,3.81%,13.74%
1560,THOMPSON R-2J,6220,NEW VISION CHARTER SCHOOL,432,34,9,389,43,7.87%,2.08%,9.95%
1560,THOMPSON R-2J,7640,SARAH MILNER ELEMENTARY SCHOOL,336,108,58,168,166,32.14%,17.26%,49.40%
1560,THOMPSON R-2J,7650,STANSBERRY ELEMENTARY SCHOOL,254,50,11,193,61,19.69%,4.33%,24.02%
1560,THOMPSON R-2J,8824,THOMPSON VALLEY HIGH SCHOOL,1366,197,90,1075,287,14.42%,6.59%,21.01%
1560,THOMPSON R-2J,8918,TRUSCOTT ELEMENTARY SCHOOL,284,118,28,137,146,41.55%,9.86%,51.41%
1560,THOMPSON R-2J,8925,TURNER MIDDLE SCHOOL,422,50,19,352,69,11.85%,4.50%,16.35%
1560,THOMPSON R-2J,9055,VAN BUREN ELEMENTARY SCHOOL,265,78,19,166,97,29.43%,7.17%,36.60%
1560,THOMPSON R-2J,9228,WALT CLARK MIDDLE SCHOOL,576,95,41,439,136,16.49%,7.12%,23.61%
1560,THOMPSON R-2J,9260,HAROLD FERGUSON HIGH SCHOOL,125,40,5,79,45,32%,4%,36%
1560,THOMPSON R-2J,9674,WINONA ELEMENTARY SCHOOL,440,173,36,230,209,39.32%,8.18%,47.50%
1560,THOMPSON R-2J,,DISTRICT TOTAL,15225,3046,944,11064,3990,20.01%,6.20%,26.21%
1570,PARK (ESTES PARK) R-3,2788,ESTES PARK OPTIONS SCHOOL,26,0,0,26,0,0%,0%,0%
1570,PARK (ESTES PARK) R-3,2790,ESTES PARK K-5 SCHOOL,525,185,29,309,214,35.24%,5.52%,40.76%
1570,PARK (ESTES PARK) R-3,2792,ESTES PARK MIDDLE SCHOOL,276,66,15,195,81,23.91%,5.43%,29.35%
1570,PARK (ESTES PARK) R-3,2794,ESTES PARK HIGH SCHOOL,383,73,12,296,85,19.06%,3.13%,22.19%
1570,PARK (ESTES PARK) R-3,,DISTRICT TOTAL,1210,324,56,826,380,26.78%,4.63%,31.40%
1580,TRINIDAD 1,1386,TRINIDAD MIDDLE SCHOOL,324,154,62,108,216,47.53%,19.14%,66.67%
1580,TRINIDAD 1,2481,ECKHART ELEMENTARY SCHOOL,199,111,26,62,137,55.78%,13.07%,68.84%
1580,TRINIDAD 1,2944,FISHER'S PEAK ELEMENTARY SCHOOL,463,247,70,146,317,53.35%,15.12%,68.47%
1580,TRINIDAD 1,8906,TRINIDAD HIGH SCHOOL,415,163,70,182,233,39.28%,16.87%,56.14%
1580,TRINIDAD 1,,DISTRICT TOTAL,1401,675,228,498,903,48.18%,16.27%,64.45%
1590,PRIMERO REORGANIZED 2,7160,PRIMERO ELEMENTARY SCHOOL,112,26,8,65,34,23.21%,7.14%,30.36%
1590,PRIMERO REORGANIZED 2,7164,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,119,33,11,75,44,27.73%,9.24%,36.97%
1590,PRIMERO REORGANIZED 2,,DISTRICT TOTAL,231,59,19,140,78,25.54%,8.23%,33.77%
1600,HOEHNE REORGANIZED 3,0000,NOT IN A SCHOOL,1,0,0,0,0,0%,0%,0%
1600,HOEHNE REORGANIZED 3,4044,HOEHNE ELEMENTARY SCHOOL,147,34,12,100,46,23.13%,8.16%,31.29%
1600,HOEHNE REORGANIZED 3,4045,HOEHNE JUNIOR HIGH SCHOOL,59,10,9,40,19,16.95%,15.25%,32.20%
1600,HOEHNE REORGANIZED 3,4048,HOEHNE HIGH SCHOOL,122,18,17,86,35,14.75%,13.93%,28.69%
1600,HOEHNE REORGANIZED 3,,DISTRICT TOTAL,329,62,38,226,100,18.84%,11.55%,30.40%
1620,AGUILAR REORGANIZED 6,0058,AGUILAR ELEMENTARY SCHOOL,75,43,8,18,51,57.33%,10.67%,68%
1620,AGUILAR REORGANIZED 6,0066,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,58,41,6,11,47,70.69%,10.34%,81.03%
1620,AGUILAR REORGANIZED 6,,DISTRICT TOTAL,133,84,14,29,98,63.16%,10.53%,73.68%
1750,BRANSON REORGANIZED 82,0948,BRANSON SCHOOL ONLINE,447,50,31,363,81,11.19%,6.94%,18.12%
1750,BRANSON REORGANIZED 82,0974,BRANSON ELEMENTARY SCHOOL,20,15,4,1,19,75%,20%,95%
1750,BRANSON REORGANIZED 82,0978,BRANSON UNDIVIDED HIGH SCHOOL,11,2,1,8,3,18.18%,9.09%,27.27%
1750,BRANSON REORGANIZED 82,0979,BRANSON SCHOOL ONLINE GED PREP,15,1,1,13,2,6.67%,6.67%,13.33%
1750,BRANSON REORGANIZED 82,,DISTRICT TOTAL,493,68,37,385,105,13.79%,7.51%,21.30%
1760,KIM REORGANIZED 88,4690,KIM ELEMENTARY SCHOOL,28,7,8,13,15,25%,28.57%,53.57%
1760,KIM REORGANIZED 88,4694,KIM UNDIVIDED HIGH SCHOOL,33,10,13,10,23,30.30%,39.39%,69.70%
1760,KIM REORGANIZED 88,,DISTRICT TOTAL,61,17,21,23,38,27.87%,34.43%,62.30%
1780,GENOA-HUGO C113,4158,GENOA-HUGO ELEMENTARY SCHOOL,100,42,10,39,52,42%,10%,52%
1780,GENOA-HUGO C113,4160,GENOA-HUGO MIDDLE SCHOOL,37,19,2,16,21,51.35%,5.41%,56.76%
1780,GENOA-HUGO C113,4162,GENOA-HUGO SENIOR HIGH SCHOOL,53,15,6,32,21,28.30%,11.32%,39.62%
1780,GENOA-HUGO C113,,DISTRICT TOTAL,190,76,18,87,94,40%,9.47%,49.47%
1790,LIMON RE-4J,5132,LIMON ELEMENTARY SCHOOL,174,67,16,91,83,38.51%,9.20%,47.70%
1790,LIMON RE-4J,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,274,78,22,174,100,28.47%,8.03%,36.50%
1790,LIMON RE-4J,,DISTRICT TOTAL,448,145,38,265,183,32.37%,8.48%,40.85%
1810,KARVAL RE-23,4502,KARVAL ELEMENTARY SCHOOL,20,5,2,7,7,25%,10%,35%
1810,KARVAL RE-23,4504,KARVAL ONLINE EDUCATION,208,28,12,168,40,13.46%,5.77%,19.23%
1810,KARVAL RE-23,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,45,9,13,23,22,20%,28.89%,48.89%
1810,KARVAL RE-23,,DISTRICT TOTAL,273,42,27,198,69,15.38%,9.89%,25.27%
1828,VALLEY RE-1,0202,SMITH HIGH SCHOOL,26,12,2,12,14,46.15%,7.69%,53.85%
1828,VALLEY RE-1,0515,AYRES ELEMENTARY SCHOOL,468,208,56,204,264,44.44%,11.97%,56.41%
1828,VALLEY RE-1,1220,CALICHE ELEMENTARY SCHOOL,163,44,19,99,63,26.99%,11.66%,38.65%
1828,VALLEY RE-1,1224,CALICHE JUNIOR-SENIOR HIGH SCHOOL,117,38,10,69,48,32.48%,8.55%,41.03%
1828,VALLEY RE-1,1321,CAMPBELL ELEMENTARY SCHOOL,468,207,63,198,270,44.23%,13.46%,57.69%
1828,VALLEY RE-1,3729,HAGEN EARLY EDUCATION CENTER,137,40,7,88,47,29.20%,5.11%,34.31%
1828,VALLEY RE-1,8256,STERLING MIDDLE SCHOOL,475,179,64,231,243,37.68%,13.47%,51.16%
1828,VALLEY RE-1,8260,STERLING HIGH SCHOOL,648,157,48,443,205,24.23%,7.41%,31.64%
1828,VALLEY RE-1,,DISTRICT TOTAL,2502,885,269,1344,1154,35.37%,10.75%,46.12%
1850,FRENCHMAN RE-3,2980,FLEMING ELEMENTARY SCHOOL,104,16,32,55,48,15.38%,30.77%,46.15%
1850,FRENCHMAN RE-3,2988,FLEMING HIGH SCHOOL,84,10,15,59,25,11.90%,17.86%,29.76%
1850,FRENCHMAN RE-3,,DISTRICT TOTAL,188,26,47,114,73,13.83%,25%,38.83%
1860,BUFFALO RE-4J,5802,MERINO ELEMENTARY SCHOOL,167,30,29,108,59,17.96%,17.37%,35.33%
1860,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,139,33,14,92,47,23.74%,10.07%,33.81%
1860,BUFFALO RE-4J,,DISTRICT TOTAL,306,63,43,200,106,20.59%,14.05%,34.64%
1870,PLATEAU RE-5,6834,PEETZ ELEMENTARY SCHOOL,93,28,12,50,40,30.11%,12.90%,43.01%
1870,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,70,14,11,45,25,20%,15.71%,35.71%
1870,PLATEAU RE-5,,DISTRICT TOTAL,163,42,23,95,65,25.77%,14.11%,39.88%
1980,DE BEQUE 49JT,2122,DE BEQUE ELEMENTARY SCHOOL,108,40,11,44,51,37.04%,10.19%,47.22%
1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,52,24,5,23,29,46.15%,9.62%,55.77%
1980,DE BEQUE 49JT,,DISTRICT TOTAL,160,64,16,67,80,40%,10%,50%
1990,PLATEAU VALLEY 50,3582,GRAND MESA HIGH SCHOOL,164,0,0,164,0,0%,0%,0%
1990,PLATEAU VALLEY 50,7024,PLATEAU VALLEY ELEMENTARY SCHOOL,175,52,8,112,60,29.71%,4.57%,34.29%
1990,PLATEAU VALLEY 50,7028,PLATEAU VALLEY MIDDLE SCHOOL,56,18,3,35,21,32.14%,5.36%,37.50%
1990,PLATEAU VALLEY 50,7032,PLATEAU VALLEY HIGH SCHOOL,94,25,2,67,27,26.60%,2.13%,28.72%
1990,PLATEAU VALLEY 50,,DISTRICT TOTAL,489,95,13,378,108,19.43%,2.66%,22.09%
2000,MESA COUNTY VALLEY 51,0000,NOT IN A SCHOOL,22,9,3,10,12,40.91%,13.64%,54.55%
2000,MESA COUNTY VALLEY 51,0262,APPLETON ELEMENTARY SCHOOL,403,93,25,280,118,23.08%,6.20%,29.28%
2000,MESA COUNTY VALLEY 51,0361,FRUITA 8/9 SCHOOL,720,168,55,496,223,23.33%,7.64%,30.97%
2000,MESA COUNTY VALLEY 51,0362,RIM ROCK ELEMENTARY SCHOOL,629,160,47,418,207,25.44%,7.47%,32.91%
2000,MESA COUNTY VALLEY 51,0363,PEAR PARK ELEMENTARY SCHOOL,447,227,80,137,307,50.78%,17.90%,68.68%
2000,MESA COUNTY VALLEY 51,0900,BOOKCLIFF MIDDLE SCHOOL,547,277,54,215,331,50.64%,9.87%,60.51%
2000,MESA COUNTY VALLEY 51,1046,BROADWAY ELEMENTARY SCHOOL,261,41,13,203,54,15.71%,4.98%,20.69%
2000,MESA COUNTY VALLEY 51,1450,CENTRAL HIGH SCHOOL,1664,598,141,924,739,35.94%,8.47%,44.41%
2000,MESA COUNTY VALLEY 51,1520,CHATFIELD ELEMENTARY SCHOOL,433,214,43,174,257,49.42%,9.93%,59.35%
2000,MESA COUNTY VALLEY 51,1619,CHIPETA ELEMENTARY SCHOOL,453,294,22,134,316,64.90%,4.86%,69.76%
2000,MESA COUNTY VALLEY 51,1686,CLIFTON ELEMENTARY SCHOOL,493,288,46,155,334,58.42%,9.33%,67.75%
2000,MESA COUNTY VALLEY 51,2128,INDEPENDENCE ACADEMY,206,21,12,173,33,10.19%,5.83%,16.02%
2000,MESA COUNTY VALLEY 51,2224,DOS RIOS ELEMENTARY SCHOOL,441,289,54,95,343,65.53%,12.24%,77.78%
